category,make,model,model_year,gear,fuel_type,engine_cc,mileage_km,price
suv,Honda,Vezel,2014,Automatic,Petrol,1500,130600,4560000
car,Toyota,Prius S Touring,2013,Automatic,Petrol,1800,150000,4500000
car,Tata,Indica V2,2011,Manual,Petrol,1400,135000,1675000
car,Suzuki,Swift RS,2017,Automatic,Petrol,1300,70000,4900000
van,Suzuki,Every,2008,Manual,Petrol,1800,150000,1675000
car,Honda,Civic FD3,2007,Automatic,Hybrid,1400,128456,3200000
car,Toyota,Axio,2016,Automatic,Hybrid,1500,31000,5700000
car,Suzuki,Alto,2015,Manual,Petrol,800,64000,2010000
van,Toyota,Dolphin,2002,Manual,Diesel,1800,100000,4650000
van,Nissan,Vanette,2007,Automatic,Diesel,1800,85000,4100000
suv,Mitsubishi,Pajero,2001,Automatic,Petrol,1800,140000,2280000
suv,Micro,Kyron,2009,Manual,Diesel,2000,98542,3150000
car,Suzuki,Alto Sport,2011,Manual,Petrol,800,65000,1550000
car,Toyota,Axio,2015,Automatic,Hybrid,1500,102000,4500000
car,Toyota,Aqua,2016,Automatic,Hybrid,1500,43000,5100000
suv,Honda,Vezel RS,2017,Automatic,Hybrid,1500,79000,6700000
car,Suzuki,Maruti 800,2004,Manual,Petrol,800,69000,1050000
car,Suzuki,Alto,2010,Manual,Petrol,800,70000,1600000
van,Suzuki,Every,2019,Automatic,Petrol,650,5000,3600000
suv,Toyota,CHR,2018,Automatic,Petrol,1200,5900,8875000
suv,Mitsubishi,Montero Sport,2012,Automatic,Diesel,2800,152400,8450000
car,Suzuki,Maruti 800,2011,Manual,Petrol,800,65000,1175000
car,Toyota,Aqua,2013,Automatic,Petrol,1500,72500,3500000
van,Nissan,Vanette,2006,Automatic,Diesel,2000,240000,3150000
car,Suzuki,Alto,2015,Manual,Petrol,800,65000,1900000
car,Suzuki,Maruti 800,2011,Manual,Petrol,800,37000,1220000
car,Suzuki,Maruti,2005,Manual,Petrol,800,45000,1065000
car,Suzuki,Maruti 800,2005,Manual,Petrol,800,80000,1010000
car,Toyota,Vitz,2015,Automatic,Petrol,1000,32500,3575000
car,Toyota,Corolla 121,2006,Automatic,Petrol,1300,172000,2990000
suv,Hyundai,Tuscon,2012,Automatic,Petrol,2000,173000,4625000
car,Suzuki,Wagon R,2007,Manual,Petrol,650,78000,1625000
car,Perodua,Axia,2016,Manual,Petrol,1000,126000,3100000
van,Hyundai,H100,2000,Manual,Diesel,2500,285000,1750000
car,Toyota,Premio,2013,Automatic,Petrol,1500,50000,6650000
car,Suzuki,Alto,2010,Manual,Petrol,800,100000,1380000
car,Suzuki,Alto Sport,2015,Manual,Petrol,800,37000,1785000
car,Hyundai,Accent,2001,Automatic,Petrol,1500,140000,1375000
car,Honda,Civic,2008,Manual,Petrol,1600,170000,3520000
car,Toyota,Premio 240,2005,Automatic,Petrol,1500,145000,3500000
car,Toyota,Premio,2013,Automatic,Petrol,1500,85000,6550000
van,Toyota,KDH Super GL,2008,Automatic,Diesel,3000,132000,6390000
car,Suzuki,Maruti,2010,Manual,Petrol,800,45000,1250000
car,Toyota,Premio 260,2015,Automatic,Petrol,1500,65000,7250000
car,Nissan,March AK12,2002,Automatic,Petrol,1300,46000,1850000
van,Mazda,Brawny,2003,Manual,Diesel,2500,300000,2750000
suv,Honda,Vezel RS,2017,Automatic,Hybrid,1500,44000,6925000
van,Nissan,Caravan,2002,Automatic,Diesel,3000,315000,3925000
suv,Micro,Rexton,2008,Automatic,Diesel,2600,157300,4450000
van,Mazda,Bongo,2007,Manual,Petrol,1800,145700,2950000
car,Nissan,March,2010,Automatic,Petrol,1300,107000,2690000
car,Perodua,Kelisa,2005,Manual,Petrol,1000,170000,1675000
car,Mazda,Demio,2009,Automatic,Petrol,1300,65600,2975000
car,Suzuki,Maruti 800,2006,Manual,Petrol,800,51940,1250000
van,Toyota,KDH Super GL,2007,Automatic,Diesel,3000,220000,6400000
car,Suzuki,Alto,2011,Manual,Petrol,800,57000,1550000
car,Hyundai,Trajet,2000,Automatic,Diesel,2200,150000,2300000
car,Suzuki,Wagon R Stingray,2015,Automatic,Hybrid,650,51000,3090000
car,Suzuki,Alto,2015,Manual,Petrol,800,62945,1760000
car,Toyota,Vitz,2015,Automatic,Petrol,1000,90000,4490000
suv,Honda,Vezel,2016,Automatic,Hybrid,1500,85062,6550000
pickup,Mahindra,Bolero,2015,Manual,Diesel,2500,50000,2300000
car,Perodua,Viva Elite,2011,Manual,Petrol,1000,98000,1975000
car,Suzuki,Wagon R Stingray,2018,Automatic,Petrol,650,25000,3700000
car,Suzuki,Alto,2015,Manual,Petrol,800,83500,1975000
car,Toyota,Aqua,2013,Automatic,Hybrid,1500,76000,3700000
car,Daihatsu,Move,2015,Automatic,Petrol,650,28000,3000000
van,Toyota,KDH,2013,Automatic,Diesel,3000,98000,7725000
car,Mahindra,KUV 100 NXT,2020,Manual,Petrol,1200,95,3250000
car,Toyota,Vitz,2018,Automatic,Petrol,1000,19000,5490000
car,Suzuki,Maruti,2010,Manual,Petrol,800,49500,1295000
car,Toyota,Vitz KSP90,2007,Automatic,Petrol,1000,99200,3300000
car,Suzuki,Hustler,2016,Automatic,Hybrid,650,48000,3035000
car,Suzuki,Alto,2017,Automatic,Petrol,650,38000,2480000
car,Toyota,Belta,2007,Automatic,Petrol,1000,115000,3495000
car,Perodua,Viva Elite,2009,Automatic,Petrol,1000,111000,1875000
car,Toyota,Prius 3rd Generation,2012,Automatic,Hybrid,1800,114000,3700000
car,Zotye,Z100,2018,Manual,Petrol,1000,7800,2095000
car,Toyota,Axio,2007,Automatic,Petrol,1500,116000,3975000
car,Toyota,Corolla 121,2008,Automatic,Petrol,1500,180000,3100000
car,Honda,Civic FD3,2008,Automatic,Hybrid,1400,97500,4050000
car,Suzuki,Alto K10,2016,Manual,Petrol,1000,35000,2600000
car,Toyota,Premio,2003,Automatic,Petrol,1800,200100,3250000
car,Suzuki,Maruti,2006,Manual,Petrol,800,74300,1060000
car,Suzuki,Alto,2011,Manual,Petrol,800,84000,1650000
car,Toyota,Allion 240,2007,Automatic,Petrol,1500,197000,4600000
car,Honda,Fit Shuttle,2013,Automatic,Petrol,1300,55000,4100000
car,Suzuki,Wagon R Stingray,2018,Automatic,Hybrid,650,24030,3325000
pickup,Mahindra,Bolero,2011,Manual,Diesel,2500,50000,1200000
car,Mitsubishi,Mini Cab,2000,Automatic,Petrol,650,37346,1400000
car,Micro,Panda,2015,Manual,Petrol,1000,34200,1525000
car,Kia,Picanto,2016,Automatic,Petrol,1000,56900,3100000
pickup,Tata,Xenon,2014,Manual,Diesel,3000,38000,1700000
car,Chevrolet,Cruze,2006,Automatic,Petrol,1300,162000,2050000
car,Suzuki,Celerio ZXI,2015,Manual,Petrol,1000,56458,2675000
car,Honda,Insight,2009,Automatic,Hybrid,1300,176000,3300000
car,Toyota,Camry,2013,Automatic,Hybrid,2000,104000,5975000
car,Toyota,Aqua,2012,Automatic,Petrol,1500,78000,3550000
car,Nissan,Dayz,2016,Automatic,Petrol,650,38500,2250000
car,Toyota,Axio,2016,Automatic,Hybrid,1500,29000,6250000
car,Toyota,Prius S Touring,2013,Automatic,Hybrid,1800,110000,4775000
car,Toyota,Axio,2007,Automatic,Petrol,1500,135000,3950000
car,Suzuki,Maruti,2005,Manual,Petrol,800,80000,1085000
car,Suzuki,Alto,2014,Manual,Petrol,800,62000,1850000
van,Toyota,KDH GL,2007,Automatic,Diesel,2500,339000,6600000
car,Suzuki,Alto,2003,Automatic,Petrol,650,100000,1875000
car,Suzuki,Alto,2017,Automatic,Petrol,1000,19000,3190000
car,Toyota,Axio,2016,Automatic,Hybrid,1500,32000,5480000
car,Toyota,Vitz,2005,Automatic,Petrol,1000,122000,3075000
suv,Toyota,Harrier,2018,Automatic,Petrol,2000,31330,12200000
car,Toyota,Corolla 110,2003,Automatic,Petrol,2000,87500,3735000
car,Honda,Insight,2009,Automatic,Hybrid,1300,145000,3450000
van,Suzuki,Every,2017,Automatic,Petrol,650,44000,3675000
car,Honda,Civic ES8,2000,Automatic,Petrol,1500,174000,2490000
car,Suzuki,Maruti,2011,Manual,Petrol,800,52000,1309000
pickup,Toyota,Hilux,2011,Manual,Diesel,2500,130000,6125000
car,Perodua,Viva Elite,2010,Automatic,Petrol,1000,31000,2275000
car,Toyota,Yaris,2008,Automatic,Petrol,1300,99000,3675000
van,Nissan,Caravan,2001,Automatic,Diesel,3000,365420,3600000
car,Perodua,Kenari,2008,Manual,Petrol,1000,126000,1625000
car,Suzuki,Alto Japan,2016,Automatic,Petrol,650,44000,2650000
van,Toyota,KDH TRH GL,2011,Automatic,Diesel,3000,123000,8075000
car,Suzuki,Alto K10,2015,Manual,Petrol,1000,75000,2125000
car,Toyota,Vitz,2007,Automatic,Petrol,1000,90000,2600000
car,Suzuki,Maruti,2012,Manual,Petrol,800,29000,1950000
car,Toyota,Vitz,2017,Automatic,Petrol,1000,21000,4875000
car,Toyota,Allion,2007,Automatic,Petrol,1500,104000,4750000
car,Daihatsu,Mira,2015,Automatic,Petrol,650,28000,2950000
car,Suzuki,Wagon R Stingray,2014,Automatic,Petrol,650,52000,2925000
car,Toyota,Aqua,2015,Automatic,Petrol,1500,54000,3785000
car,Suzuki,Alto,2006,Manual,Petrol,800,98500,1375000
van,Suzuki,Every,2016,Automatic,Petrol,650,55000,3475000
car,Toyota,Axio,2014,Automatic,Hybrid,1500,110000,4790000
car,Suzuki,Alto Sport,2012,Manual,Petrol,800,106000,1490000
van,Nissan,Vanette,2006,Manual,Diesel,2200,95320,3190000
van,Suzuki,Every,2007,Manual,Petrol,650,98650,2300000
car,Toyota,Corolla 121,2003,Automatic,Petrol,1500,150000,3100000
car,Daihatsu,Move,2016,Automatic,Petrol,650,39000,3100000
car,Suzuki,Maruti 800,2006,Manual,Petrol,800,82000,1055000
car,Suzuki,Stingray,2017,Automatic,Petrol,650,115000,3050000
van,Mitsubishi,Mini Cab,2007,Automatic,Petrol,650,88000,2190000
car,Tata,Indica V2,2006,Manual,Petrol,1400,123000,1090000
pickup,Mahindra,Bolero,2015,Manual,Diesel,2500,51203,1940000
car,Toyota,Prius,2013,Automatic,Hybrid,1800,102000,4025000
car,Honda,Fit Shuttle,2011,Automatic,Petrol,1300,66788,3575000
car,Suzuki,Alto,2010,Manual,Petrol,800,110000,1465000
car,Suzuki,Celerio,2015,Automatic,Petrol,1000,25000,2860000
van,Nissan,Vanette,2000,Manual,Diesel,2200,220000,2975000
car,Toyota,Wigo,2017,Automatic,Petrol,1000,43000,3990000
car,Toyota,Prius S Touring,2011,Automatic,Hybrid,1800,130000,3695000
pickup,Mahindra,Bolero,2018,Manual,Diesel,2500,24135,2475000
car,Toyota,Aqua,2012,Automatic,Petrol,1500,119000,3500000
car,Suzuki,Swift Beetle,2009,Automatic,Petrol,1300,77493,3300000
car,Honda,Fit Shuttle,2011,Automatic,Petrol,1300,112000,3450000
car,Renault,KWID,2016,Manual,Petrol,800,73000,1825000
car,Nissan,N16,2003,Manual,Petrol,1500,160000,2450000
car,Suzuki,Wagon R FX,2017,Automatic,Hybrid,650,58000,3195000
car,Suzuki,Wagon R FX,2017,Automatic,Hybrid,650,44000,3150000
car,Kia,Picanto,2004,Manual,Petrol,1000,109500,1550000
car,Suzuki,Wagon R,2018,Automatic,Hybrid,650,32000,3700000
van,Nissan,E25,2006,Automatic,Diesel,3200,141400,4500000
car,Nissan,N17,2007,Manual,Petrol,1300,153000,2500000
car,Honda,Fit GP5,2015,Automatic,Hybrid,1500,22000,4576000
pickup,Tata,Xenon,2014,Manual,Diesel,3000,106400,1850000
car,Suzuki,Alto,2011,Manual,Petrol,800,79000,1500000
car,Suzuki,Maruti,2005,Manual,Petrol,800,50200,1125000
car,Micro,Panda,2007,Manual,Petrol,1000,100000,1550000
car,Suzuki,Maruti,2011,Manual,Petrol,800,62500,1265000
car,Suzuki,Wagon R Stingray,2014,Automatic,Petrol,650,63000,2925000
car,Suzuki,Wagon R,2018,Automatic,Petrol,650,120000,2560000
car,Nissan,FB15,2000,Automatic,Petrol,1500,205000,2390000
car,Suzuki,Alto Japan,2018,Automatic,Petrol,650,8700,3260000
suv,Honda,Vezel,2016,Automatic,Petrol,1500,37000,6700000
car,Toyota,Allion,2018,Automatic,Petrol,1500,10000,5450000
car,Micro,Trend,2010,Manual,Petrol,1000,24000,1230000
car,Suzuki,Maruti,2012,Manual,Petrol,800,59000,1275000
car,Toyota,Tank,2018,Automatic,Petrol,1000,36500,5500000
car,Suzuki,Alto,2007,Manual,Petrol,800,145000,1465000
car,Mazda,Demio,2009,Automatic,Petrol,1300,83252,2830000
car,Suzuki,Alto Japan,2018,Automatic,Petrol,650,5000,3245000
van,Suzuki,Spacia,2016,Automatic,Diesel,650,31500,3050000
car,Nissan,Leaf,2015,Automatic,Electric,70,57000,2775000
car,Suzuki,Alto,2015,Manual,Petrol,800,82000,1975000
car,Toyota,Vitz,2018,Automatic,Petrol,1000,16000,4350000
car,Tata,Nano,2012,Manual,Petrol,650,150000,690000
pickup,Mitsubishi,L200 Sportero,2010,Manual,Diesel,2500,300000,5850000
car,Toyota,Yaris,2007,Automatic,Petrol,1300,71500,3785000
car,Suzuki,Maruti,2006,Manual,Petrol,800,100300,1100000
suv,Mitsubishi,Montero V6,2003,Automatic,Petrol,3500,137000,6200000
car,Toyota,Vitz,2015,Automatic,Petrol,1000,43000,4340000
car,Toyota,Aqua,2013,Automatic,Petrol,1500,79400,3850000
car,Suzuki,Alto K10,2015,Manual,Petrol,1000,57750,2200000
car,Nissan,Super Saloon,2000,Automatic,Petrol,1500,216000,2200000
car,Suzuki,Wagon R FX,2018,Automatic,Petrol,650,28000,2700000
car,Honda,Fit Shuttle,2011,Automatic,Petrol,1300,152512,3400000
car,Micro,Panda,2014,Manual,Petrol,1000,69875,1400000
suv,Mitsubishi,Montero Sport,2012,Automatic,Diesel,2500,60000,9490000
car,Suzuki,Wagon R FZ,2017,Automatic,Hybrid,650,17210,3580000
car,Toyota,Prius S Grade,2014,Automatic,Hybrid,1800,75000,4535000
car,Nissan,March,2000,Automatic,Petrol,1000,139000,1795000
car,Micro,Panda,2015,Manual,Petrol,1000,40000,1650000
van,Toyota,KDH 200,2007,Automatic,Diesel,2500,180000,7100000
car,Toyota,Prius,2012,Automatic,Hybrid,1800,108000,4485000
car,Nissan,N16,2000,Manual,Petrol,1300,183000,1875000
car,Toyota,IST,2007,Automatic,Petrol,1500,76500,3790000
van,Toyota,KDH Dark Prime,2016,Automatic,Diesel,3000,38000,11400000
car,Suzuki,Wagon R,2017,Automatic,Hybrid,650,40000,3200000
car,Toyota,Corolla 121,2005,Automatic,Petrol,2200,214149,3125000
van,Suzuki,Every,2012,Automatic,Petrol,650,58000,2700000
car,Suzuki,Alto,2015,Manual,Petrol,800,140000,1785000
car,Suzuki,Estilo,2010,Manual,Petrol,1000,119000,1785000
car,Suzuki,Alto,2015,Manual,Petrol,800,43000,1850000
car,Suzuki,Alto Sport,2011,Manual,Petrol,800,90000,1500000
car,Suzuki,Wagon R,2018,Automatic,Hybrid,650,60000,3300000
car,Suzuki,A-Star,2012,Manual,Petrol,1000,61000,1900000
car,Suzuki,Alto,2016,Manual,Petrol,800,64565,2085000
car,Tata,Nano Twist,2016,Manual,Petrol,650,60000,1350000
car,Toyota,Vitz,2015,Automatic,Petrol,1000,69000,4250000
van,Toyota,KDH 223,2015,Automatic,Diesel,3000,70000,8500000
car,Perodua,Viva Elite,2011,Automatic,Petrol,1000,98000,2340000
suv,Mahindra,KUV 100 NXT,2020,Manual,Petrol,1200,84,3250000
car,Suzuki,Swift,2017,Automatic,Petrol,1000,21000,4850000
car,Toyota,Aqua,2015,Automatic,Hybrid,1500,34000,4195000
car,Nissan,N17,2008,Manual,Petrol,1300,110000,2050000
car,Toyota,Premio G Superior,2013,Automatic,Petrol,1500,83000,6980000
car,Toyota,Vitz,2007,Automatic,Petrol,1000,92000,2950000
van,Suzuki,Every,2014,Automatic,Petrol,650,130000,2725000
pickup,Toyota,Hilux,2010,Manual,Diesel,3000,200000,6200000
car,Toyota,Axio,2014,Automatic,Hybrid,1500,67000,4450000
car,Nissan,N16 Ex Saloon,2001,Automatic,Petrol,1500,145000,2050000
car,Suzuki,Celerio VXI,2015,Automatic,Petrol,1000,36000,2320000
car,Suzuki,Maruti,2006,Manual,Petrol,800,65000,1055000
van,Toyota,Voxy,2014,Automatic,Petrol,1800,95000,6600000
car,Nissan,Bluebird,2000,Automatic,Petrol,1700,120000,1675000
car,Suzuki,Celerio VXI,2015,Automatic,Petrol,1000,56000,2725000
suv,Kia,Sportage,2000,Manual,Diesel,2000,180400,1675000
car,Suzuki,Swift,2009,Automatic,Petrol,1300,130000,3090000
van,Nissan,E25,2007,Automatic,Diesel,3000,100000,4050000
car,Toyota,Vitz,2018,Automatic,Petrol,1000,33000,4175000
car,Toyota,Prius,2012,Automatic,Petrol,1500,97000,4575000
pickup,Mahindra,Bolero,2011,Manual,Diesel,2500,100000,1400000
pickup,Mahindra,Bolero,2017,Manual,Diesel,2500,32569,2285000
car,Toyota,Allion 240,2002,Automatic,Petrol,1500,186000,3850000
car,Tata,Nano,2011,Manual,Petrol,650,78000,850000
suv,Kia,Sorento,2005,Manual,Petrol,2500,160000,3250000
car,Honda,Fit GP1,2011,Automatic,Hybrid,1300,110000,2800000
van,Nissan,Vanette,2006,Automatic,Diesel,2200,190000,3600000
car,Chevrolet,Aveo,2011,Manual,Petrol,1400,102000,2775000
car,Nissan,Leaf,2013,Automatic,Electric,70,60000,1550000
van,Nissan,Vanette,2000,Manual,Diesel,2200,370000,2490000
car,Toyota,Passo,2004,Automatic,Petrol,1000,130000,2300000
suv,Mitsubishi,Montero,2001,Automatic,Diesel,3200,150900,7200000
car,Suzuki,Maruti,2011,Manual,Petrol,800,55000,1200000
van,Mazda,Scrum,2007,Automatic,Petrol,650,77000,2390000
car,Tata,Nano,2012,Manual,Petrol,650,153000,850000
van,Suzuki,Every,2017,Automatic,Petrol,650,43000,2520000
car,Micro,Panda Cross,2014,Manual,Petrol,1300,82000,1540000
car,Honda,Fit GP5,2015,Automatic,Hybrid,1500,54500,4275000
suv,Toyota,CHR,2016,Automatic,Petrol,2200,22835,7825000
van,Nissan,Caravan,2003,Manual,Diesel,3300,295000,4600000
car,Nissan,N16,2000,Manual,Petrol,1500,250000,2100000
car,Hyundai,Eon,2015,Manual,Petrol,800,57000,1975000
van,Toyota,Dolphin,2003,Automatic,Petrol,2000,156000,4990000
car,Suzuki,Alto,2013,Manual,Petrol,800,125000,1790000
car,Suzuki,Alto 800 LXI,2015,Manual,Petrol,800,36000,1815000
car,Toyota,Premio,2019,Automatic,Petrol,1500,1900,11275000
car,Toyota,Corolla 121,2006,Automatic,Petrol,1500,179000,2875000
car,Suzuki,Swift,2003,Automatic,Petrol,1300,149000,2375000
car,Honda,Fit Shuttle,2012,Automatic,Petrol,1300,130000,3500000
pickup,Mahindra,Bolero,2013,Manual,Diesel,1500,110000,2725000
car,Suzuki,Wagon R Stingray,2018,Automatic,Petrol,650,25000,3250000
car,Toyota,Vitz,2018,Automatic,Petrol,1000,52496,4250000
car,Nissan,March,2004,Automatic,Petrol,1000,85000,1750000
car,Suzuki,Swift,2003,Manual,Petrol,1300,150000,2000000
car,Suzuki,Celerio VXI,2014,Automatic,Petrol,1000,58000,2260000
car,Suzuki,Wagon R,2017,Automatic,Petrol,650,45000,3180000
van,Toyota,Hiace KDH 201 GL,2007,Automatic,Diesel,3000,176500,5875000
car,Suzuki,Estilo,2011,Manual,Petrol,1000,32500,1975000
pickup,Mahindra,Bolero,2016,Manual,Diesel,2500,65000,2250000
car,Suzuki,Wagon R FZ,2017,Automatic,Hybrid,650,61000,3280000
car,Toyota,Axio Fielder,2015,Automatic,Hybrid,1500,90255,4290000
van,Suzuki,Every,2015,Automatic,Petrol,650,35000,2785000
car,Suzuki,Alto,2012,Manual,Petrol,800,130000,1610000
car,Honda,Civic FD3,2008,Automatic,Hybrid,1300,174000,3600000
car,Suzuki,Swift,2002,Automatic,Petrol,1300,125000,2300000
car,Suzuki,Alto 800,2015,Manual,Petrol,800,58000,1925000
car,Suzuki,Wagon R FZ,2015,Automatic,Petrol,650,23800,3025000
car,Honda,Fit Aria,2006,Automatic,Petrol,1300,157000,2490000
car,Nissan,Sunny FB15,2001,Automatic,Petrol,1500,170100,2275000
car,Micro,Panda,2012,Manual,Petrol,1000,80000,1290000
car,Toyota,Vitz F,2018,Automatic,Petrol,1000,15000,5750000
car,Honda,Grace,2015,Automatic,Petrol,1500,120000,4250000
car,Tata,Nano,2011,Manual,Petrol,650,73500,7750000
car,Toyota,Corolla 141,2008,Automatic,Petrol,1600,96000,3300000
suv,Mitsubishi,Outlander,2014,Automatic,Petrol,2000,90000,7800000
suv,Toyota,CHR GT TURBO,2018,Automatic,Petrol,1500,10896,8650000
car,Chery,QQ,2006,Manual,Petrol,800,123456,1050000
van,Toyota,Noah KR42,2002,Manual,Diesel,2800,238000,3850000
car,Hyundai,Elantra,2000,Automatic,Petrol,1600,87000,1475000
van,Suzuki,Every DA17,2016,Automatic,Petrol,650,45680,2590000
car,Suzuki,Wagon R FZ,2014,Automatic,Petrol,650,80000,1350000
car,Honda,Fit GP1,2013,Automatic,Hybrid,1300,46000,3950000
car,Suzuki,Alto,2016,Manual,Petrol,900,65000,1850000
car,Nissan,Tiida Latio,2007,Automatic,Petrol,1500,120000,2890000
car,Toyota,Allion,2002,Automatic,Petrol,1500,145000,3490000
car,Suzuki,Wagon R FZ,2017,Automatic,Hybrid,650,31000,3050000
car,Tata,Nano Twist,2017,Manual,Petrol,650,56000,1380000
car,Nissan,Sunny FB15,2000,Automatic,Petrol,1500,135000,2350000
car,Nissan,Bluebird,2007,Automatic,Petrol,1500,123000,2650000
car,Micro,Trend,2013,Manual,Petrol,1000,61000,1050000
car,Toyota,Corolla 121,2004,Manual,Petrol,1500,134000,3050000
car,Tata,Indigo,2008,Manual,Petrol,1400,90000,1400000
pickup,Nissan,Navara Aventura,2008,Automatic,Diesel,2500,125110,4150000
car,Suzuki,Alto,2010,Manual,Petrol,800,82000,1580000
car,Chevrolet,Cruze,2004,Automatic,Petrol,1300,124000,2375000
van,Mazda,Bongo,2007,Manual,Diesel,2000,183500,3350000
car,Hyundai,Eon,2015,Manual,Petrol,800,61000,2150000
car,Suzuki,Alto,2010,Manual,Petrol,800,92000,1585000
pickup,Mahindra,Bolero,2017,Manual,Diesel,2500,18000,2375000
car,Suzuki,Wagon R,2019,Automatic,Petrol,650,38000,3550000
car,Suzuki,Maruti 800,2006,Manual,Petrol,800,78300,1075000
car,Honda,Grace,2016,Automatic,Petrol,1500,68000,5500000
car,Suzuki,SX4,2007,Automatic,Petrol,1500,120597,2950000
van,Toyota,Voxy,2014,Automatic,Hybrid,1800,56000,7275000
van,Nissan,Vanette,2011,Automatic,Petrol,1800,236590,2750000
car,Toyota,Prius,2012,Automatic,Hybrid,1800,150000,5500000
suv,Hyundai,Tuscon,2006,Automatic,Petrol,2000,166320,2350000
car,Suzuki,Wagon R FX,2017,Automatic,Petrol,650,35000,3095000
car,Toyota,Vitz,2017,Automatic,Petrol,1000,35000,4775000
car,Suzuki,Alto,2015,Manual,Petrol,800,95800,1925000
car,Nissan,FB14,2006,Automatic,Petrol,1300,130000,1675000
car,Toyota,Vitz,2018,Automatic,Petrol,1000,12600,4175000
car,Kia,Rio,2005,Manual,Petrol,1500,127000,1150000
car,Tata,Nano,2011,Manual,Petrol,650,125000,775000
car,Mazda,Familia,2004,Automatic,Petrol,1500,180000,1950000
car,Toyota,Aqua,2013,Automatic,Petrol,1500,82000,3300000
car,Nissan,March,2002,Manual,Petrol,1000,107338,1500000
van,Suzuki,Every,2013,Automatic,Petrol,650,59100,2400000
suv,Honda,CRV,2000,Manual,Petrol,2000,158000,2650000
van,Suzuki,Spacia,2017,Automatic,Electric,650,64450,3195000
car,Nissan,Primera,2000,Automatic,Petrol,1800,210000,1250000
car,Mazda,Demio,2000,Automatic,Petrol,1300,225000,1795000
car,Toyota,Vitz,2020,Automatic,Petrol,1000,19800,4975000
car,Toyota,IST,2003,Automatic,Petrol,1300,149000,2875000
car,Toyota,Aqua,2013,Automatic,Hybrid,1500,94000,2850000
car,Suzuki,Alto 800,2015,Manual,Petrol,800,52900,1920000
car,Suzuki,Wagon R FZ,2018,Automatic,Petrol,650,63000,2900000
car,Nissan,N16,2002,Automatic,Petrol,1300,12850,2325000
pickup,Mahindra,Bolero,2014,Manual,Diesel,2500,95000,1575000
suv,Toyota,CHR GT TURBO,2017,Automatic,Petrol,1200,54000,7600000
car,Honda,N Box,2016,Automatic,Petrol,650,46000,3225000
car,Toyota,Axio G Grade,2016,Automatic,Hybrid,1500,99000,5680000
car,Honda,Grace,2015,Automatic,Petrol,1500,95000,4950000
van,Suzuki,Every,2019,Automatic,Petrol,650,3400,3510000
car,Suzuki,Alto 800 LXI,2008,Manual,Petrol,1000,65600,1745000
car,Toyota,Vitz,2015,Automatic,Petrol,1000,40000,4250000
car,Micro,Geely,2014,Manual,Petrol,1500,63000,2000000
car,Suzuki,Zen,2006,Manual,Petrol,1000,198000,1275000
car,Nissan,N16,2004,Automatic,Petrol,1600,193000,2400000
car,Nissan,Sunny FB15,2001,Automatic,Petrol,1500,134000,2395000
van,Suzuki,Spacia,2018,Automatic,Hybrid,650,64000,3500000
car,Toyota,Aqua S Grade,2013,Automatic,Hybrid,1500,47600,5300000
car,Toyota,Vios,2008,Automatic,Petrol,1500,65000,3675000
car,Nissan,FB15,2000,Automatic,Petrol,1500,191000,2465000
car,Suzuki,Alto 800 LXI,2015,Manual,Petrol,800,56500,1985000
van,Suzuki,Every,2005,Manual,Petrol,650,128600,1600000
van,Nissan,Clipper NV100,2012,Automatic,Petrol,650,103000,2425000
car,Micro,Panda,2012,Manual,Petrol,1000,42000,1200000
car,Suzuki,Wagon R Stingray,2017,Automatic,Hybrid,650,16000,3750000
car,Toyota,Vitz Edition 2,2018,Automatic,Petrol,1000,29000,5575000
suv,Mitsubishi,Montero V6,2002,Automatic,Petrol,3500,130179,5850000
van,Nissan,E25,2006,Automatic,Diesel,3000,175000,4550000
car,Suzuki,Maruti 800,2012,Manual,Petrol,800,97600,1275000
car,Suzuki,Wagon R Stingray,2014,Automatic,Petrol,650,52000,2575000
car,Honda,Civic FD3,2008,Automatic,Hybrid,1500,123000,3325000
pickup,Mahindra,Bolero,2012,Manual,Diesel,2500,63010,1350000
car,Suzuki,Alto 800,2015,Manual,Petrol,800,70000,1935000
car,Toyota,Allion,2013,Automatic,Petrol,1500,24000,7000000
car,Suzuki,Alto,2015,Manual,Petrol,800,12500,2175000
car,Hyundai,Accent,2000,Manual,Petrol,1500,158000,1275000
car,Kia,Picanto,2004,Automatic,Petrol,1000,89500,1750000
car,Suzuki,Maruti,2005,Manual,Petrol,800,65000,1080000
car,Toyota,Corolla 121,2006,Automatic,Petrol,1300,126000,3175000
van,Toyota,KR42,2003,Automatic,Diesel,2200,229000,3250000
van,Nissan,Vanette,2011,Automatic,Diesel,2200,185000,3100000
car,Zotye,Z100,2020,Manual,Petrol,1000,2000,2150000
suv,Suzuki,Grand Vitara,2000,Automatic,Petrol,1600,78000,2350000
car,Suzuki,Alto 800 LXI,2015,Manual,Petrol,800,70000,1965000
car,Honda,Grace EX,2017,Automatic,Hybrid,1500,52800,5850000
car,Suzuki,Alto 800 LXI,2015,Manual,Petrol,800,42000,1765000
car,Toyota,Premio,2017,Automatic,Petrol,1500,46957,8090000
van,Toyota,KDH 223,2012,Automatic,Diesel,3000,300000,8400000
van,Nissan,Clipper NV100,2016,Manual,Petrol,650,45000,3250000
car,Nissan,EX Saloon,2003,Automatic,Petrol,1500,169875,2375000
